/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_311.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_311.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_311.jpg,0,0,0,1.28639
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_378.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_378.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_378.jpg,0,0,0,1.27868
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_460.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_460.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_460.jpg,0,0,0,1.268397
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_537.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_537.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_537.jpg,0,0,0,1.258197
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_610.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_610.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_610.jpg,0,0,0,1.248078
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_677.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_677.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_677.jpg,0,0,0,1.240543
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_747.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_747.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_747.jpg,0,0,0,1.230566
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_817.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_817.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_817.jpg,0,0,0,1.223137
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_893.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_893.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_893.jpg,0,0,0,1.2133
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/center_2019_02_27_21_48_27_961.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/left_2019_02_27_21_48_27_961.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_off_center_reverse/IMG/right_2019_02_27_21_48_27_961.jpg,0,0,0,1.205974
