/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_163.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_163.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_163.jpg,0,0,0,4.298341
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_228.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_228.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_228.jpg,0,0,0,4.270782
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_295.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_295.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_295.jpg,0,0,0,4.243401
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_374.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_374.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_374.jpg,0,0,0,4.207164
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_443.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_443.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_443.jpg,0,0,0,4.171237
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_510.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_510.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_510.jpg,0,0,0,4.144494
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_593.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_593.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_593.jpg,0,0,0,4.109102
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_665.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_665.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_665.jpg,0,0,0,4.074014
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_742.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_742.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_742.jpg,0,0,0,4.039224
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_825.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_825.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_825.jpg,0,0.1002359,0,3.971465
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_907.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_907.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_907.jpg,0,0.3466709,0,3.692525
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_11_982.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_11_982.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_11_982.jpg,0,0.5691719,0,3.190234
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_12_058.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_12_058.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_12_058.jpg,0,0.7454309,0,2.673214
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_12_139.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_12_139.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_12_139.jpg,0,1,0,1.770313
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_12_220.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_12_220.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_12_220.jpg,0,1,0,0.8507016
/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/center_2019_02_28_17_13_12_289.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/left_2019_02_28_17_13_12_289.jpg,/home/nora/work/CarND-Behavioral-Cloning-P3/data/track1_curves_2/IMG/right_2019_02_28_17_13_12_289.jpg,0,1,0,0.1211599
