/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_00_546.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_00_546.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_00_546.jpg,0,0,0,1.571492E-05
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_00_624.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_00_624.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_00_624.jpg,0,0,0,1.55347E-05
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_00_705.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_00_705.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_00_705.jpg,0,0,0,1.43666E-05
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_00_780.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_00_780.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_00_780.jpg,0,0,0,3.933219E-06
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_00_858.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_00_858.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_00_858.jpg,0,0,0,2.889076E-06
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_00_936.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_00_936.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_00_936.jpg,0,0,0,6.263716E-06
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_011.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_011.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_011.jpg,0,0,0,1.895929E-05
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_088.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_088.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_088.jpg,0,0,0,1.310527E-05
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_170.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_170.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_170.jpg,0,0,0,9.987506E-07
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_243.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_243.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_243.jpg,0,0,0,1.709457E-05
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_326.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_326.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_326.jpg,0,0,0,1.543325E-05
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_398.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_398.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_398.jpg,0,0,0,5.529821E-06
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_476.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_476.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_476.jpg,0,0,0,9.595552E-06
/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/center_2019_03_01_12_54_01_558.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/left_2019_03_01_12_54_01_558.jpg,/home/ans5k/work/CarND-Behavioral-Cloning-P3/data/track1_mouse_2/IMG/right_2019_03_01_12_54_01_558.jpg,0,0.242064,0,0.1558885
